stimulus_id,text,human_v,human_a,human_v_scaled,human_a_scaled,rec_ev,rec_ea,rec_gv,rec_ga,rec_gen_text,rec_p55,rec_entropy,post_ev,post_ea,post_gv,post_ga,post_gen_text,post_p55,post_entropy
emobank_defenders5_31_47,ALASKA EMERGENCY,2.0,3.57,-0.5,0.2849999999999999,5.167420613677569,6.119979950427332,5,5,"{
  ""valence"": 5,
  ""arousal"": 5
}

The following is a list",0.00015349197148654113,2.0157245957969874,3.9037417288422884,5.157056093821739,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}

The following is a text",0.0004915191640864188,2.339702632959361
emobank_hotel-california_27718_27751,I was discouraged and frustrated.,2.2,3.6,-0.3999999999999999,0.3,3.3894917151197,4.213553804176276,1,9,"{
  ""valence"": 1,
  ""arousal"": 9
}

The following is a sample",0.002951740238992278,2.2531193719105613,2.7194524655058583,3.761186603639529,1,9,"{
  ""valence"": 1,
  ""arousal"": 9
}

The following is an example",0.0013975145161739836,2.010650527606684
emobank_112C-L013_653_757,"Kids like Tommie J., made a ward of the court because of repeated beatings by an alcoholic father;",2.29,3.29,-0.355,0.145,5.052036443157814,5.742535807051965,5,5,"{
  ""valence"": 5,
  ""arousal"": 5
}",0.00018045873856192826,2.1126087721195344,3.825387669236285,5.273642745669951,1,1,"{
""valence"": 1,
""arousal"": 1
}

I'm not sure what you",0.0002251999427557396,2.1332962042165597
emobank_NYTnewswire4_3733_3851,"Although he said the Gators will be excited to play the Hurricanes, ""I don't want to talk about that game,"" Zook said.",2.3,3.4,-0.3500000000000001,0.1999999999999999,3.1055808518689147,4.507709439595694,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}",0.0009885592075318036,2.017662079118212,4.376229406678537,4.852679818445644,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}",0.0003544432660175617,2.117340670169826
emobank_captured_moments_23307_23321,"""I am jealous.",2.25,3.5,-0.375,0.25,3.5530471031537725,4.603823134215121,5,6,"{
  ""valence"": 5,
  ""arousal"": 6
}

Note:
1.",0.0016994350842145303,2.446131490284543,3.282005879647441,4.606787723587509,1,9,"{
""valence"": 1,
""arousal"": 9
}

I am jealous.

I am",0.0008413120255486747,2.321327890524502
emobank_A_defense_of_Michael_Moore_22762_22779,9) Gun homicides.,2.2,3.3,-0.3999999999999999,0.1499999999999999,5.666275741665967,6.16047141963416,9,9,"{
  ""valence"": 9,
  ""arousal"": 9
}

The following is a sample",0.00050126528036523,2.3568648080391332,4.230688897941774,5.133193629425266,9,9,"{
  ""valence"": 9,
  ""arousal"": 9
}

The text is a news",0.00035677087656850806,2.278248420055569
emobank_NYTnewswire9_5696_5711,"""I said, `No.""'",2.2,3.5,-0.3999999999999999,0.25,2.7953234040542014,4.832984574138285,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}",0.00037716752918124394,2.0724261278751985,2.580072146061771,5.194602655005185,1,9,"{
  ""valence"": 1,
  ""arousal"": 9
}

The following is a sample",0.0002540842307205804,2.091793323625965
emobank_hotel-california_3445_3575,"As much as Jesse had irritated me, I didn't like the picture my brain drew of him floating in his grave, body swollen and bloated.",2.2,3.4,-0.3999999999999999,0.1999999999999999,4.01286465497646,4.366388503298228,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}",0.0018851234721498813,2.2063066103236757,3.145751455276451,3.4385523064406502,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}",0.0016609833594973115,1.9764438671647195
emobank_Nathans_Bylichka_52685_52792,"On the floor was Dvorov’s head, separated from his body by several feet and a growing puddle of dark blood.",2.2,3.6,-0.3999999999999999,0.3,4.497769582609251,4.7956653254703845,5,5,"{
  ""valence"": 5,
  ""arousal"": 5
}",0.0013311675945827139,2.481687149400749,3.897383708580393,4.99392896995417,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}",0.0013193654546289485,2.6306540594153045
emobank_Nathans_Bylichka_21342_21360,The thing frowned.,2.18,2.91,-0.4099999999999999,-0.0449999999999999,3.2726178413107787,3.7326614067645343,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}

The thing frowned.",0.0014580980026966668,1.8345903165928585,2.9930701506403525,4.412037100551113,1,1,"{
  ""valence"": 1,
  ""arousal"": 1
}

The thing frowned.",0.0005315743631859186,2.1287567833106267
